date,tvl_base,staking,liquidstaking,borrowed,total
2018-02-12,6685317,0,0,0,6685317
2018-02-13,6685317,0,0,0,6685317
2018-02-14,6685317,0,0,0,6685317
2018-02-15,7335070,0,0,0,7335070
2018-02-16,11799306,0,0,0,11799306
2018-02-17,11799306,0,0,0,11799306
2018-02-18,11799306,0,0,0,11799306
2018-02-19,11799306,0,0,0,11799306
2018-02-20,11799306,0,0,0,11799306
2018-02-21,11620897,0,0,0,11620897
2018-02-22,9686994,0,0,0,9686994
2018-02-23,11924788,0,0,0,11924788
2018-02-24,11924788,0,0,0,11924788
2018-02-25,11924788,0,0,0,11924788
2018-02-26,11293138,0,0,0,11293138
2018-02-27,11293138,0,0,0,11293138
2018-02-28,18351636,0,0,0,18351636
2018-03-01,18351636,0,0,0,18351636
2018-03-02,18351636,0,0,0,18351636
2018-03-03,18351636,0,0,0,18351636
2018-03-04,18351636,0,0,0,18351636
2018-03-05,18351636,0,0,0,18351636
2018-03-06,15284730,0,0,0,15284730
2018-03-07,15284730,0,0,0,15284730
2018-03-08,14201508,0,0,0,14201508
2018-03-09,14201508,0,0,0,14201508
2018-03-10,14201508,0,0,0,14201508
2018-03-11,14201508,0,0,0,14201508
2018-03-12,14201508,0,0,0,14201508
2018-03-13,14201508,0,0,0,14201508
2018-03-14,14529180,0,0,0,14529180
2018-03-15,10883302,0,0,0,10883302
2018-03-16,10883302,0,0,0,10883302
2018-03-17,10883302,0,0,0,10883302
2018-03-18,10883302,0,0,0,10883302
2018-03-19,10883302,0,0,0,10883302
2018-03-20,10883302,0,0,0,10883302
2018-03-21,10883302,0,0,0,10883302
2018-03-22,10883302,0,0,0,10883302
2018-03-23,10883302,0,0,0,10883302
2018-03-24,10883302,0,0,0,10883302
2018-03-25,10883302,0,0,0,10883302
2018-03-26,10883302,0,0,0,10883302
2018-03-27,10883302,0,0,0,10883302
2018-03-28,10883302,0,0,0,10883302
2018-03-29,10975192,0,0,0,10975192
2018-03-30,8872233,0,0,0,8872233
2018-03-31,8872233,0,0,0,8872233
2018-04-01,8872233,0,0,0,8872233
2018-04-02,8872233,0,0,0,8872233
2018-04-03,8709109,0,0,0,8709109
2018-04-04,8709109,0,0,0,8709109
2018-04-05,8709109,0,0,0,8709109
2018-04-06,8994812,0,0,0,8994812
2018-04-07,11513795,0,0,0,11513795
2018-04-08,11513795,0,0,0,11513795
2018-04-09,11513795,0,0,0,11513795
2018-04-10,11513795,0,0,0,11513795
2018-04-11,11513795,0,0,0,11513795
2018-04-12,11513795,0,0,0,11513795
2018-04-13,11513795,0,0,0,11513795
2018-04-14,11599561,0,0,0,11599561
2018-04-15,11860237,0,0,0,11860237
2018-04-16,16745423,0,0,0,16745423
2018-04-17,16745423,0,0,0,16745423
2018-04-18,16745423,0,0,0,16745423
2018-04-19,16745423,0,0,0,16745423
2018-04-20,19173183,0,0,0,19173183
2018-04-21,19173183,0,0,0,19173183
2018-04-22,19557950,0,0,0,19557950
2018-04-23,21963401,0,0,0,21963401
2018-04-24,21963401,0,0,0,21963401
2018-04-25,21963401,0,0,0,21963401
2018-04-26,21963401,0,0,0,21963401
2018-04-27,22367479,0,0,0,22367479
2018-04-28,28948697,0,0,0,28948697
2018-04-29,28977326,0,0,0,28977326
2018-04-30,28969763,0,0,0,28969763
2018-05-01,28984307,0,0,0,28984307
2018-05-02,28977941,0,0,0,28977941
2018-05-03,35203792,0,0,0,35203792
2018-05-04,29514151,0,0,0,29514151
2018-05-05,29565821,0,0,0,29565821
2018-05-06,29590838,0,0,0,29590838
2018-05-07,29584982,0,0,0,29584982
2018-05-08,23996888,0,0,0,23996888
2018-05-09,24006329,0,0,0,24006329
2018-05-10,29220087,0,0,0,29220087
2018-05-11,29200576,0,0,0,29200576
2018-05-12,29180118,0,0,0,29180118
2018-05-13,29161024,0,0,0,29161024
2018-05-14,29172651,0,0,0,29172651
2018-05-15,29192404,0,0,0,29192404
2018-05-16,27637293,0,0,0,27637293
2018-05-17,27621514,0,0,0,27621514
2018-05-18,26702764,0,0,0,26702764
2018-05-19,30301579,0,0,0,30301579
2018-05-20,30305637,0,0,0,30305637
2018-05-21,30318592,0,0,0,30318592
2018-05-22,29046638,0,0,0,29046638
2018-05-23,29017571,0,0,0,29017571
2018-05-24,28956511,0,0,0,28956511
2018-05-25,28999900,0,0,0,28999900
2018-05-26,28971623,0,0,0,28971623
2018-05-27,24783617,0,0,0,24783617
2018-05-28,24794527,0,0,0,24794527
2018-05-29,24743844,0,0,0,24743844
2018-05-30,31952258,0,0,0,31952258
2018-05-31,31943323,0,0,0,31943323
2018-06-01,31963581,0,0,0,31963581
2018-06-02,31952510,0,0,0,31952510
2018-06-03,31986000,0,0,0,31986000
2018-06-04,30750887,0,0,0,30750887
2018-06-05,30741186,0,0,0,30741186
2018-06-06,30734367,0,0,0,30734367
2018-06-07,30749864,0,0,0,30749864
2018-06-08,30135166,0,0,0,30135166
2018-06-09,30137891,0,0,0,30137891
2018-06-10,30134960,0,0,0,30134960
2018-06-11,20200363,0,0,0,20200363
2018-06-12,20202458,0,0,0,20202458
2018-06-13,20177422,0,0,0,20177422
2018-06-14,20171150,0,0,0,20171150
2018-06-15,21673737,0,0,0,21673737
2018-06-16,21665463,0,0,0,21665463
2018-06-17,24002627,0,0,0,24002627
2018-06-18,24004364,0,0,0,24004364
2018-06-19,24031704,0,0,0,24031704
2018-06-20,24037291,0,0,0,24037291
2018-06-21,24045886,0,0,0,24045886
2018-06-22,23763827,0,0,0,23763827
2018-06-23,21165759,0,0,0,21165759
2018-06-24,21175105,0,0,0,21175105
2018-06-25,21162437,0,0,0,21162437
2018-06-26,21165475,0,0,0,21165475
2018-06-27,19744994,0,0,0,19744994
2018-06-28,19764441,0,0,0,19764441
2018-06-29,19771694,0,0,0,19771694
2018-06-30,22475278,0,0,0,22475278
2018-07-01,22483726,0,0,0,22483726
2018-07-02,22490475,0,0,0,22490475
2018-07-03,22513321,0,0,0,22513321
2018-07-04,22493042,0,0,0,22493042
2018-07-05,22510025,0,0,0,22510025
2018-07-06,22526670,0,0,0,22526670
2018-07-07,22495522,0,0,0,22495522
2018-07-08,25093689,0,0,0,25093689
2018-07-09,23126728,0,0,0,23126728
2018-07-10,19628038,0,0,0,19628038
2018-07-11,19573614,0,0,0,19573614
2018-07-12,19899688,0,0,0,19899688
2018-07-13,19890030,0,0,0,19890030
2018-07-14,19896837,0,0,0,19896837
2018-07-15,19888431,0,0,0,19888431
2018-07-16,19913834,0,0,0,19913834
2018-07-17,19929339,0,0,0,19929339
2018-07-18,19924898,0,0,0,19924898
2018-07-19,19894895,0,0,0,19894895
2018-07-20,20149827,0,0,0,20149827
2018-07-21,20590476,0,0,0,20590476
2018-07-22,20596340,0,0,0,20596340
2018-07-23,20605860,0,0,0,20605860
2018-07-24,20578762,0,0,0,20578762
2018-07-25,20265462,0,0,0,20265462
2018-07-26,20259382,0,0,0,20259382
2018-07-27,20250097,0,0,0,20250097
2018-07-28,17813102,0,0,0,17813102
2018-07-29,17815710,0,0,0,17815710
2018-07-30,17814972,0,0,0,17814972
2018-07-31,17810324,0,0,0,17810324
2018-08-01,17795180,0,0,0,17795180
2018-08-02,16575227,0,0,0,16575227
2018-08-03,16575865,0,0,0,16575865
2018-08-04,16174201,0,0,0,16174201
2018-08-05,16159086,0,0,0,16159086
2018-08-06,358439,0,0,0,358439
2018-08-07,367117,0,0,0,367117
2018-08-08,367758,0,0,0,367758
2018-08-09,340001,0,0,0,340001
2018-08-10,337587,0,0,0,337587
2018-08-11,16800664,0,0,0,16800664
2018-08-12,16800809,0,0,0,16800809
2018-08-13,16533578,0,0,0,16533578
2018-08-14,16535473,0,0,0,16535473
2018-08-15,16534267,0,0,0,16534267
2018-08-16,16552382,0,0,0,16552382
2018-08-17,16562358,0,0,0,16562358
2018-08-18,16790597,0,0,0,16790597
2018-08-19,16788445,0,0,0,16788445
2018-08-20,16786536,0,0,0,16786536
2018-08-21,16782137,0,0,0,16782137
2018-08-22,16948572,0,0,0,16948572
2018-08-23,12059764,0,0,0,12059764
2018-08-24,14320257,0,0,0,14320257
2018-08-25,12189870,0,0,0,12189870
2018-08-26,13119602,0,0,0,13119602
2018-08-27,20787329,0,0,0,20787329
2018-08-28,21681043,0,0,0,21681043
2018-08-29,13842550,0,0,0,13842550
2018-08-30,13838204,0,0,0,13838204
2018-08-31,13826746,0,0,0,13826746
2018-09-01,33918185,0,0,0,33918185
2018-09-02,34461150,0,0,0,34461150
2018-09-03,34454043,0,0,0,34454043
2018-09-04,34394921,0,0,0,34394921
2018-09-05,34281081,0,0,0,34281081
2018-09-06,34141470,0,0,0,34141470
2018-09-07,31632459,0,0,0,31632459
2018-09-08,31627730,0,0,0,31627730
2018-09-09,31565234,0,0,0,31565234
2018-09-10,30914431,0,0,0,30914431
2018-09-11,32694805,0,0,0,32694805
2018-09-12,32416971,0,0,0,32416971
2018-09-13,32697437,0,0,0,32697437
2018-09-14,31981413,0,0,0,31981413
2018-09-15,17286027,0,0,0,17286027
2018-09-16,18181250,0,0,0,18181250
2018-09-17,16785441,0,0,0,16785441
2018-09-18,17156973,0,0,0,17156973
2018-09-19,17052370,0,0,0,17052370
2018-09-20,17295231,0,0,0,17295231
2018-09-21,17467378,0,0,0,17467378
2018-09-22,17735981,0,0,0,17735981
2018-09-23,12120894,0,0,0,12120894
2018-09-24,12001453,0,0,0,12001453
2018-09-25,10599223,0,0,0,10599223
2018-09-26,15541932,0,0,0,15541932
2018-09-27,11336827,0,0,3391,11340218
2018-09-28,14120352,0,0,9516,14129868
2018-09-29,15375082,0,0,38128,15413210
2018-09-30,15840876,0,0,42098,15882974
2018-10-01,16736615,0,0,47478,16784093
2018-10-02,17016009,0,0,49685,17065694
2018-10-03,16680954,0,0,50595,16731549
2018-10-04,14741093,0,0,47758,14788851
2018-10-05,15414443,0,0,50518,15464961
2018-10-06,16097534,0,0,52898,16150432
2018-10-07,15813653,0,0,51006,15864659
2018-10-08,14055504,0,0,49778,14105282
2018-10-09,14110331,0,0,53137,14163468
2018-10-10,14232859,0,0,60787,14293646
2018-10-11,14193284,0,0,63952,14257236
2018-10-12,11928443,0,0,54804,11983247
2018-10-13,12858389,0,0,58011,12916400
2018-10-14,13118608,0,0,59328,13177936
2018-10-15,13107525,0,0,56392,13163917
2018-10-16,15120367,0,0,60417,15180784
2018-10-17,14676038,0,0,64443,14740481
2018-10-18,16459120,0,0,353029,16812149
2018-10-19,15766661,0,0,172111,15938772
2018-10-20,16173353,0,0,175590,16348943
2018-10-21,15344886,0,0,176683,15521569
2018-10-22,16626445,0,0,181538,16807983
2018-10-23,17177485,0,0,186014,17363499
2018-10-24,17060213,0,0,189532,17249745
2018-10-25,17745805,0,0,192985,17938790
2018-10-26,18335693,0,0,162876,18498569
2018-10-27,16297339,0,0,122540,16419879
2018-10-28,18124774,0,0,142084,18266858
2018-10-29,18378903,0,0,153604,18532507
2018-10-30,17137508,0,0,128193,17265701
2018-10-31,15904405,0,0,130592,16034997
2018-11-01,16170857,0,0,127134,16297991
2018-11-02,16004698,0,0,131567,16136265
2018-11-03,11825468,0,0,131821,11957289
2018-11-04,18343307,0,0,192394,18535701
2018-11-05,16132848,0,0,180486,16313334
2018-11-06,16123521,0,0,178773,16302294
2018-11-07,16610845,0,0,183916,16794761
2018-11-08,16583198,0,0,185534,16768732
2018-11-09,15826144,0,0,143184,15969328
2018-11-10,15734245,0,0,115482,15849727
2018-11-11,16062153,0,0,126879,16189032
2018-11-12,15554185,0,0,129311,15683496
2018-11-13,15761892,0,0,334967,16096859
2018-11-14,15442880,0,0,328235,15771115
2018-11-15,12952073,0,0,92959,13045032
2018-11-16,12990309,0,0,92676,13082985
2018-11-17,12813281,0,0,93646,12906927
2018-11-18,12519141,0,0,92381,12611522
2018-11-19,23183102,0,0,94262,23277364
2018-11-20,10263670,0,0,80050,10343720
2018-11-21,8741508,0,0,744120,9485628
2018-11-22,9535385,0,0,1075988,10611373
2018-11-23,10694808,0,0,1040622,11735430
2018-11-24,10583791,0,0,1273653,11857444
2018-11-25,9642573,0,0,1738980,11381553
2018-11-26,10688756,0,0,1936660,12625416
2018-11-27,10013259,0,0,1558479,11571738
2018-11-28,11008664,0,0,1394953,12403617
2018-11-29,12544817,0,0,1783875,14328692
2018-11-30,12491893,0,0,1325529,13817422
2018-12-01,12166000,0,0,729966,12895966
2018-12-02,13221851,0,0,847218,14069069
2018-12-03,12384552,0,0,880327,13264879
2018-12-04,10976654,0,0,1245707,12222361
2018-12-05,10974056,0,0,1734652,12708708
2018-12-06,9090091,0,0,1724857,10814948
2018-12-07,8277595,0,0,1962253,10239848
2018-12-08,8813639,0,0,1996332,10809971
2018-12-09,9296580,0,0,1999894,11296474
2018-12-10,8282530,0,0,1931987,10214517
2018-12-11,8164333,0,0,1935821,10100154
2018-12-12,8027331,0,0,1934302,9961633
2018-12-13,8382716,0,0,1934795,10317511
2018-12-14,7975874,0,0,1926216,9902090
2018-12-15,7395409,0,0,1934501,9329910
2018-12-16,7772209,0,0,1900168,9672377
2018-12-17,8236167,0,0,1872328,10108495
2018-12-18,9340631,0,0,1813332,11153963
2018-12-19,9786858,0,0,1783470,11570328
2018-12-20,9593244,0,0,1835816,11429060
2018-12-21,10845835,0,0,1842970,12688805
2018-12-22,11597399,0,0,1822016,13419415
2018-12-23,12002498,0,0,1929604,13932102
2018-12-24,13135497,0,0,1911706,15047203
2018-12-25,14344601,0,0,2105527,16450128
2018-12-26,13105091,0,0,2111675,15216766
2018-12-27,13964751,0,0,2280938,16245689
2018-12-28,12584979,0,0,2291130,14876109
2018-12-29,12995052,0,0,2292555,15287607
2018-12-30,4149781,0,0,2194415,6344196
2018-12-31,3926020,0,0,2216834,6142854
2019-01-01,3802744,0,0,2201058,6003802
2019-01-02,4008486,0,0,2203699,6212185
2019-01-03,5319596,0,0,2186041,7505637
2019-01-04,289570752,0,0,2594878,292165630
2019-01-05,304883618,0,0,2650177,307533795
2019-01-06,314016364,0,0,2659851,316676215
2019-01-07,302615159,0,0,2651114,305266273
2019-01-08,301528544,0,0,2656818,304185362
2019-01-09,294935504,0,0,2524180,297459684
2019-01-10,122685489,0,0,2515788,125201277
2019-01-11,260106725,0,0,2567934,262674659
2019-01-12,292940172,0,0,2552506,295492678
2019-01-13,260217997,0,0,2689466,262907463
2019-01-14,194196424,0,0,2635685,196832109
2019-01-15,263607393,0,0,2679368,266286761
2019-01-16,264927702,0,0,2623331,267551033
2019-01-17,270539227,0,0,2730717,273269944
2019-01-18,279843104,0,0,2719499,282562603
2019-01-19,246234892,0,0,2691433,248926325
2019-01-20,253866163,0,0,2602742,256468905
2019-01-21,250653941,0,0,2540599,253194540
2019-01-22,242704516,0,0,2528628,245233144
2019-01-23,238042263,0,0,2543542,240585805
2019-01-24,245751182,0,0,2591763,248342945
2019-01-25,243997393,0,0,2607719,246605112
2019-01-26,244144401,0,0,2634242,246778643
2019-01-27,247621419,0,0,2651022,250272441
2019-01-28,241999811,0,0,2659590,244659401
2019-01-29,113101993,0,0,2588946,115690939
2019-01-30,220276514,0,0,2559774,222836288
2019-01-31,224991272,0,0,2690982,227682254
2019-02-01,230868863,0,0,2671672,233540535
2019-02-02,229338297,0,0,2702636,232040933
2019-02-03,232341479,0,0,2586938,234928417
2019-02-04,232426627,0,0,2592949,235019576
2019-02-05,231779965,0,0,2593086,234373051
2019-02-06,233650015,0,0,2586998,236237013
2019-02-07,225717422,0,0,2582724,228300146
2019-02-08,231314639,0,0,2587738,233902377
2019-02-09,237932307,0,0,2648725,240581032
2019-02-10,263945502,0,0,2615645,266561147
2019-02-11,261409662,0,0,2576333,263985995
2019-02-12,266842887,0,0,2576445,269419332
2019-02-13,265032641,0,0,2583148,267615789
2019-02-14,270656042,0,0,2578709,273234751
2019-02-15,267234814,0,0,2571438,269806252
2019-02-16,279959533,0,0,2613873,282573406
2019-02-17,271616640,0,0,2577131,274193771
2019-02-18,284669961,0,0,2594913,287264874
2019-02-19,308871100,0,0,2516099,311387199
2019-02-20,328181470,0,0,2523986,330705456
2019-02-21,325575107,0,0,2486613,328061720
2019-02-22,325103155,0,0,2555932,327659087
2019-02-23,333555760,0,0,2548209,336103969
2019-02-24,335154182,0,0,2584482,337738664
2019-02-25,367148268,0,0,2528560,369676828
2019-02-26,313312485,0,0,2593796,315906281
2019-02-27,312348327,0,0,2632686,314981013
2019-02-28,315587243,0,0,2611500,318198743
2019-03-01,313264205,0,0,2613373,315877578
2019-03-02,317917225,0,0,2596692,320513917
2019-03-03,306928585,0,0,2635713,309564298
2019-03-04,308802967,0,0,2621637,311424604
2019-03-05,291872587,0,0,2616703,294489290
2019-03-06,299413989,0,0,2624119,302038108
2019-03-07,323339859,0,0,2747591,326087450
2019-03-08,325847315,0,0,2670406,328517721
2019-03-09,317686632,0,0,2706800,320393432
2019-03-10,327652303,0,0,2755323,330407626
2019-03-11,317114163,0,0,2749403,319863566
2019-03-12,314311842,0,0,2803833,317115675
2019-03-13,316017852,0,0,2808785,318826637
2019-03-14,310309736,0,0,2822970,313132706
2019-03-15,313273709,0,0,2847375,316121084
2019-03-16,319734544,0,0,2850189,322584733
2019-03-17,338848314,0,0,2878988,341727302
2019-03-18,338427917,0,0,2857530,341285447
2019-03-19,334112955,0,0,2798218,336911173
2019-03-20,331367254,0,0,2787849,334155103
2019-03-21,332058133,0,0,2777503,334835636
2019-03-22,329173533,0,0,2778946,331952479
2019-03-23,321656817,0,0,3076427,324733244
2019-03-24,324065528,0,0,3084909,327150437
2019-03-25,324888324,0,0,3090003,327978327
2019-03-26,319263059,0,0,3062866,322325925
2019-03-27,316212716,0,0,3178510,319391226
2019-03-28,331333288,0,0,3210328,334543616
2019-03-29,325149316,0,0,3201000,328350316
2019-03-30,334364887,0,0,3316935,337681822
2019-03-31,340535136,0,0,3221059,343756195
2019-04-01,337701754,0,0,3240651,340942405
2019-04-02,335250863,0,0,3164471,338415334
2019-04-03,366236322,0,0,3245321,369481643
2019-04-04,397580056,0,0,3210364,400790420
2019-04-05,382233613,0,0,3203099,385436712
2019-04-06,391714035,0,0,3237280,394951315
2019-04-07,391038985,0,0,3281873,394320858
2019-04-08,402160711,0,0,3288993,405449704
2019-04-09,422159412,0,0,3212314,425371726
2019-04-10,421201009,0,0,3182257,424383266
2019-04-11,431439729,0,0,4121267,435560996
2019-04-12,395146858,0,0,4318847,399465705
2019-04-13,396666901,0,0,4434368,401101269
2019-04-14,389297705,0,0,4482523,393780228
2019-04-15,389969859,0,0,4530144,394500003
2019-04-16,392816437,0,0,4488203,397304640
2019-04-17,383270419,0,0,4539335,387809754
2019-04-18,396528397,0,0,4310998,400839395
2019-04-19,402965067,0,0,4398137,407363204
2019-04-20,405717234,0,0,4220363,409937597
2019-04-21,399268586,0,0,4241360,403509946
2019-04-22,389058388,0,0,4334162,393392550
2019-04-23,396465156,0,0,4341725,400806881
2019-04-24,403778689,0,0,4361779,408140468
2019-04-25,379574360,0,0,4397539,383971899
2019-04-26,374166223,0,0,4429485,378595708
2019-04-27,358142236,0,0,4643973,362786209
2019-04-28,356347839,0,0,4552234,360900073
2019-04-29,360706733,0,0,4592578,365299311
2019-04-30,350720090,0,0,5012294,355732384
2019-05-01,366040359,0,0,4992819,371033178
2019-05-02,373150581,0,0,4982087,378132668
2019-05-03,366280821,0,0,5020966,371301787
2019-05-04,374710083,0,0,5015103,379725186
2019-05-05,369623355,0,0,5016356,374639711
2019-05-06,370720025,0,0,5086184,375806209
2019-05-07,371802886,0,0,5317048,377119934
2019-05-08,401883452,0,0,5288973,407172425
2019-05-09,381493104,0,0,5310200,386803304
2019-05-10,382347098,0,0,5123713,387470811
2019-05-11,379417468,0,0,5282974,384700442
2019-05-12,408271574,0,0,5243322,413514896
2019-05-13,412618499,0,0,5557547,418176046
2019-05-14,419160659,0,0,5590920,424751579
2019-05-15,447939612,0,0,5744839,453684451
2019-05-16,493000209,0,0,5929452,498929661
2019-05-17,499487803,0,0,5433138,504920941
2019-05-18,463519040,0,0,5242131,468761171
2019-05-19,473558786,0,0,5416275,478975061
2019-05-20,505816926,0,0,5647746,511464672
2019-05-21,496273047,0,0,6198051,502471098
2019-05-22,495081036,0,0,5935407,501016443
2019-05-23,494013869,0,0,5828068,499841937
2019-05-24,469154720,0,0,4797120,473951840
2019-05-25,494262395,0,0,2332890,496595285
2019-05-26,502071339,0,0,2306005,504377344
2019-05-27,484952780,0,0,2159194,487111974
2019-05-28,511748306,0,0,2112767,513861073
2019-05-29,499082529,0,0,1922204,501004733
2019-05-30,493867373,0,0,2723553,496590926
2019-05-31,512854276,0,0,2368078,515222354
2019-06-01,471640023,0,0,2222102,473862125
2019-06-02,497170371,0,0,2234503,499404874
2019-06-03,499175684,0,0,2285836,501461520
2019-06-04,486311416,0,0,2234940,488546356
2019-06-05,455320557,0,0,2174609,457495166
2019-06-06,457368543,0,0,2160136,459528679
2019-06-07,461496263,0,0,2144128,463640391
2019-06-08,465263193,0,0,2107766,467370959
2019-06-09,465872717,0,0,2106735,467979452
2019-06-10,455038876,0,0,2102839,457141715
2019-06-11,457207489,0,0,1408876,458616365
2019-06-12,452679683,0,0,1401226,454080909
2019-06-13,469940966,0,0,1405001,471345967
2019-06-14,481044134,0,0,1395665,482439799
2019-06-15,479528759,0,0,1405597,480934356
2019-06-16,490892636,0,0,1425823,492318459
2019-06-17,504375708,0,0,1404480,505780188
2019-06-18,508338611,0,0,1368276,509706887
2019-06-19,499785707,0,0,1358774,501144481
2019-06-20,499623672,0,0,1360466,500984138
2019-06-21,501475713,0,0,1353701,502829414
2019-06-22,539348283,0,0,1360390,540708673
2019-06-23,568485744,0,0,1356148,569841892
2019-06-24,566786356,0,0,1361353,568147709
2019-06-25,568168873,0,0,1356426,569525299
2019-06-26,566722497,0,0,1359797,568082294
2019-06-27,592157474,0,0,1344259,593501733
2019-06-28,551010458,0,0,1270041,552280499
2019-06-29,543944425,0,0,1264181,545208606
2019-06-30,540856458,0,0,1270246,542126704
2019-07-01,533072090,0,0,1243582,534315672
2019-07-02,526079720,0,0,1245960,527325680
2019-07-03,498206970,0,0,1250644,499457614
2019-07-04,527745384,0,0,1238620,528984004
2019-07-05,532809136,0,0,1231212,534040348
2019-07-06,532251501,0,0,1233935,533485436
2019-07-07,523994915,0,0,1233809,525228724
2019-07-08,532011419,0,0,1217531,533228950
2019-07-09,559125387,0,0,1216018,560341405
2019-07-10,564100959,0,0,1208645,565309604
2019-07-11,555865864,0,0,1191626,557057490
2019-07-12,500263848,0,0,1077307,501341155
2019-07-13,506732437,0,0,1071680,507804117
2019-07-14,489755810,0,0,1074816,490830626
2019-07-15,451794549,0,0,1000543,452795092
2019-07-16,451403011,0,0,961390,452364401
2019-07-17,460499059,0,0,556512,461055571
2019-07-18,439671234,0,0,555915,440227149
2019-07-19,431444670,0,0,552950,431997620
2019-07-20,431705872,0,0,556066,432261938
2019-07-21,450227146,0,0,559499,450786645
2019-07-22,483695497,0,0,559743,484255240
2019-07-23,433600867,0,0,559251,434160118
2019-07-24,407711854,0,0,559841,408271695
2019-07-25,442205436,0,0,558354,442763790
2019-07-26,423403534,0,0,557235,423960769
2019-07-27,420269111,0,0,561249,420830360
2019-07-28,406240990,0,0,552888,406793878
2019-07-29,407973227,0,0,552421,408525648
2019-07-30,406597757,0,0,561174,407158931
2019-07-31,406048733,0,0,558509,406607242
2019-08-01,414628768,0,0,558588,415187356
2019-08-02,414551646,0,0,557653,415109299
2019-08-03,425911889,0,0,556729,426468618
2019-08-04,431983427,0,0,558395,432541822
2019-08-05,427006937,0,0,557800,427564737
2019-08-06,449849181,0,0,560402,450409583
2019-08-07,437042159,0,0,556370,437598529
2019-08-08,435120148,0,0,554442,435674590
2019-08-09,429256312,0,0,554811,429811123
2019-08-10,432278022,0,0,546876,432824898
2019-08-11,432311896,0,0,544748,432856644
2019-08-12,438922507,0,0,548952,439471459
2019-08-13,441783545,0,0,548501,442332046
2019-08-14,446093224,0,0,546351,446639575
2019-08-15,444067541,0,0,535546,444603087
2019-08-16,412741629,0,0,532815,413274444
2019-08-17,412940794,0,0,533171,413473965
2019-08-18,418397984,0,0,534625,418932609
2019-08-19,421458457,0,0,535569,421994026
2019-08-20,450295295,0,0,540118,450835413
2019-08-21,445264270,0,0,532289,445796559
2019-08-22,429924070,0,0,535515,430459585
2019-08-23,428797363,0,0,533177,429330540
2019-08-24,435354164,0,0,530572,435884736
2019-08-25,433578904,0,0,532859,434111763
2019-08-26,435995124,0,0,532351,436527475
2019-08-27,437690999,0,0,536709,438227708
2019-08-28,430961023,0,0,533815,431494838
2019-08-29,441490142,0,0,396369,441886511
2019-08-30,410202805,0,0,360633,410563438
2019-08-31,421345895,0,0,360635,421706530
2019-09-01,417007111,0,0,346426,417353537
2019-09-02,416659578,0,0,346209,417005787
2019-09-03,422722835,0,0,347681,423070516
2019-09-04,436113531,0,0,348804,436462335
2019-09-05,446392486,0,0,349069,446741555
2019-09-06,433387931,0,0,347539,433735470
2019-09-07,437775541,0,0,345446,438120987
2019-09-08,424394180,0,0,346022,424740202
2019-09-09,446321533,0,0,349536,446671069
2019-09-10,449809067,0,0,346546,450155613
2019-09-11,450771092,0,0,349921,451121013
2019-09-12,445977377,0,0,347702,446325079
2019-09-13,448313809,0,0,348258,448662067
2019-09-14,453766821,0,0,350472,454117293
2019-09-15,453545900,0,0,349747,453895647
2019-09-16,472787145,0,0,350509,473137654
2019-09-17,486065976,0,0,350116,486416092
2019-09-18,500441333,0,0,351315,500792648
2019-09-19,523302994,0,0,353535,523656529
2019-09-20,518946995,0,0,355923,519302918
2019-09-21,537046203,0,0,355232,537401435
2019-09-22,532688656,0,0,355240,533043896
2019-09-23,522348678,0,0,352046,522700724
2019-09-24,518673870,0,0,349613,519023483
2019-09-25,488283596,0,0,343234,488626830
2019-09-26,428232618,0,0,343869,428576487
2019-09-27,438795860,0,0,315822,439111682
2019-09-28,444108768,0,0,316308,444425076
2019-09-29,460828355,0,0,318119,461146474
2019-09-30,452610684,0,0,315652,452926336
2019-10-01,457597405,0,0,319414,457916819
2019-10-02,471477481,0,0,317685,471795166
2019-10-03,464897643,0,0,319674,465217317
2019-10-04,465893454,0,0,316920,466210374
2019-10-05,463516060,0,0,317245,463833305
2019-10-06,463042644,0,0,318287,463360931
2019-10-07,458374933,0,0,316505,458691438
2019-10-08,461647655,0,0,319395,461967050
2019-10-09,479056604,0,0,318523,479375127
2019-10-10,490075304,0,0,322221,490397525
2019-10-11,507194268,0,0,321799,507516067
2019-10-12,497095115,0,0,317990,497413105
2019-10-13,493799862,0,0,317660,494117522
2019-10-14,491074338,0,0,318305,491392643
2019-10-15,494255076,0,0,321633,494576709
2019-10-16,497751898,0,0,319300,498071198
2019-10-17,477919375,0,0,315938,478235313
2019-10-18,485394030,0,0,317642,485711672
2019-10-19,483030202,0,0,316045,483346247
2019-10-20,485164862,0,0,315083,485479945
2019-10-21,481667993,0,0,317540,481985533
2019-10-22,490413955,0,0,317797,490731752
2019-10-23,497627312,0,0,315937,497943249
2019-10-24,513833716,0,0,262667,514096383
2019-10-25,485364560,0,0,260181,485624741
2019-10-26,505328036,0,0,270300,505598336
2019-10-27,560722501,0,0,267727,560990228
2019-10-28,578513288,0,0,271630,578784918
2019-10-29,592535489,0,0,271521,592807010
2019-10-30,604452646,0,0,271051,604723697
2019-10-31,582575042,0,0,270008,582845050
2019-11-01,553649043,0,0,271671,553920714
2019-11-02,557410512,0,0,268693,557679205
2019-11-03,560235654,0,0,274935,560510589
2019-11-04,556666347,0,0,269134,556935481
2019-11-05,596576660,0,0,272527,596849187
2019-11-06,593178137,0,0,269904,593448041
2019-11-07,594431955,0,0,271944,594703899
2019-11-08,588958993,0,0,272224,589231217
